Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,State_AL,State_AR,State_AZ,State_CA,State_CO,State_CT,State_DC,State_DE,State_FL,State_GA,State_HI,State_IA,State_ID,State_IL,State_IN,State_KS,State_KY,State_LA,State_MA,State_MD,State_ME,State_MI,State_MN,State_MO,State_MS,State_MT,State_NC,State_ND,State_NE,State_NH,State_NJ,State_NM,State_NV,State_NY,State_OH,State_OK,State_OR,State_PA,State_RI,State_SC,State_SD,State_TN,State_TX,State_UT,State_VA,State_VT,State_WA,State_WI,State_WV,State_WY
0.23199958731064624,415,0,0,-0.6037101333186216,-1.292279622987285,0.0886015805669512,-1.292133345409994,-1.4273127487281478,0.09866912574597682,-1.4274217106868488,-0.25870660534421114,0.2370584841218221,-0.2596526837447182,-1.0191144664494989,0.7382782133192328,-1.0183621103272886,0.7321223314323919,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-1.318266900972022,510,0,0,-0.6037101333186216,-1.1267511431022008,0.7955645052577375,-1.126931515858122,0.23569310974817684,0.49646806941804766,0.23479248787328927,-0.4946527383678163,-0.5108263328880859,-0.49533539454730274,0.2814176676790842,-1.5625203281893358,0.285000240008025,-0.30347039644866,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.6433227775474202,408,0,1,1.5427565442934952,-0.6245860917654273,1.351035374657641,-0.6247617160944849,-0.8886527534376161,-1.1515561257948173,-0.8892767205327344,-1.563986588951861,0.43649443532446425,-1.5631223700202357,1.5819498018076676,0.7382782133192328,1.5883625903433385,-1.339063124329712,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.9181981298023012,415,0,0,-0.6037101333186216,0.5843297725638413,0.9470565605486202,0.5841655796327894,-0.8865152137737649,1.2352375362376078,-0.8867620243170611,-1.4470958441511763,0.885225325530409,-1.4476859402393785,1.0846875152290916,0.2781185050175191,1.078351235864303,1.7677150593134439,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-2.2934345306982165,408,0,0,-0.6037101333186216,0.11564239131618607,0.5430777464395995,0.1159113872605961,-0.29655426655080136,-1.947154013138959,-0.29580841363380445,1.7587410641787244,-2.1561729303098836,1.7604848374202917,0.39617050304337126,0.7382782133192328,0.39833609655892194,0.7321223314323919,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.6931594460193332,510,0,1,1.7574032120547067,0.25699255391468506,-0.5173666405965799,0.2570440760830561,0.8983304055420853,-0.2423013974015125,0.8986722888110751,-1.3756626112174242,-0.4111083572867648,-1.3755381716263422,1.6202007469290964,-0.6422009115859083,1.6166965544810628,0.7321223314323919,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.41811216584015015,415,0,0,-0.6037101333186216,1.0399980598879504,0.3915856911487167,1.0403852016402768,-1.0019423556217362,-0.3559582384506756,-1.002438050238039,-0.28901161325549996,-0.0620954426821411,-0.28851179118993203,0.6256761737719447,-0.6422009115859083,0.6250078096607158,-1.339063124329712,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.3932797955663447,415,0,0,-0.6037101333186216,0.6364061482580249,-1.4768163241055041,0.6366800684969601,-0.8480394998244409,0.21232596679513993,-0.8490415810819595,-0.520628459434635,0.6359303865271063,-0.5193846507516476,-0.8278597408423547,-0.6422009115859083,-0.8341913434320813,0.7321223314323919,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.6570726566784746,510,0,1,1.471207655039758,-0.010828806798260182,0.13909893233057877,-0.010998627494484282,0.4665473934441194,-0.810585602647328,0.46614453971524444,2.6289277199171575,-1.1091341864960123,2.631067912017593,-0.6748559603566389,1.1984379216209466,-0.6783545406745984,-1.339063124329712,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.3321887080273787,415,0,0,-0.6037101333186216,0.4373999982838224,-0.06289047472393157,0.4375626315536444,-0.2815914889038418,0.21232596679513993,-0.28072023633976423,-0.12016942632117683,0.9350843133310696,-0.12016699775951475,-0.5601031249923518,-0.18204120328419462,-0.5650186841237015,-1.339063124329712,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
